source,target,weight
Torta de Frango de Liquidificador,Sopa de Feijão com Macarrão,1
Torta de Frango de Liquidificador,Canja de Galinha Nutritiva,1
Torta de Frango de Liquidificador,Isca de Peixe,2
Torta de Frango de Liquidificador,Peixe à Delícia,1
Torta de Frango de Liquidificador,Cuscuz Marroquino com Legumes,1
Torta de Frango de Liquidificador,Manjar de Coco com Calda de Ameixa,2
Torta de Frango de Liquidificador,Carne Moída Simples,1
Torta de Frango de Liquidificador,Salpicão de Frango,2
Torta de Frango de Liquidificador,Gratinado de Frango,2
Torta de Frango de Liquidificador,Falsa Bacalhoada,2
Torta de Frango de Liquidificador,Bolo de Fubá com Compota de Goiaba,4
Torta de Frango de Liquidificador,Ratatouille no Forno,1
Torta de Frango de Liquidificador,Filé de Peixe ao Forno,1
Coxinha Simples,Risoto de Cogumelos (vegetariano),1
Coxinha Simples,Fricassê de Frango Fácil,3
Coxinha Simples,Torta de Liquidificador de Legumes,4
Coxinha Simples,Lombo Assado,2
Coxinha Simples,Sopa de Abóbora com Gengibre,3
Coxinha Simples,Salada de Macarrão com Atum e Maionese,5
Coxinha Simples,Sopa de Mandioquinha com Carne Seca,2
Coxinha Simples,Esfiha Aberta Tipo Habib's,4
Coxinha Simples,Picadinho de Carne Simples,4
Coxinha Simples,Couve-Flor Gratinada,2
Coxinha Simples,Bolinho de Chuva,3
Coxinha Simples,Bacalhoada,3
Coxinha Simples,Sopa de Tomate com Manjericão,5
Coxinha Simples,Tofu com Broa,2
Coxinha Simples,Maminha na Cerveja Preta,2
Coxinha Simples,Bobó de Camarão,4
Coxinha Simples,Feijoada Vegetariana,2
Coxinha Simples,Salada Colorida,2
Coxinha Simples,Bolo de Cenoura com Cobertura de Brigadeiro,3
Coxinha Simples,Carne de Panela,2
Coxinha Simples,Sanduíche de Rabada,2
Coxinha Simples,Bolo de Chocolate Molhado,1
Coxinha Simples,Empadão de Frango,6
Coxinha Simples,Frango com Quiabo,4
Coxinha Simples,Sopa de Capeletti,1
Coxinha Simples,Costela na Panela de Pressão,1
Coxinha Simples,Farofa de Banana-da-Terra,3
Coxinha Simples,Croquete de Carne,5
Coxinha Simples,Moqueca de Banana-da-Terra,4
Coxinha Simples,Canja de Galinha Nutritiva,3
Coxinha Simples,Isca de Peixe,1
Coxinha Simples,Peixe à Delícia,3
Coxinha Simples,Cuscuz Marroquino com Legumes,3
Coxinha Simples,Caldo Verde,2
Coxinha Simples,Manjar de Coco com Calda de Ameixa,1
Coxinha Simples,Carne Moída Simples,2
Coxinha Simples,Salpicão de Frango,2
Coxinha Simples,Gratinado de Frango,3
Coxinha Simples,Falsa Bacalhoada,4
Coxinha Simples,Bolo de Fubá com Compota de Goiaba,5
Coxinha Simples,Ratatouille no Forno,3
Coxinha Simples,Filé de Peixe ao Forno,3
Coxinha Simples,Brigadeirão Cremoso,1
Fricassê de Frango Fácil,Risoto de Cogumelos (vegetariano),1
Fricassê de Frango Fácil,Strogonoff de Carne,1
Fricassê de Frango Fácil,Torta de Liquidificador de Legumes,1
Fricassê de Frango Fácil,Lombo Assado,3
Fricassê de Frango Fácil,Sopa de Abóbora com Gengibre,2
Fricassê de Frango Fácil,Salada de Macarrão com Atum e Maionese,3
Fricassê de Frango Fácil,Sopa de Mandioquinha com Carne Seca,1
Fricassê de Frango Fácil,Esfiha Aberta Tipo Habib's,4
Fricassê de Frango Fácil,Picadinho de Carne Simples,1
Fricassê de Frango Fácil,Bacalhoada,2
Fricassê de Frango Fácil,Sopa de Tomate com Manjericão,2
Fricassê de Frango Fácil,Tofu com Broa,3
Fricassê de Frango Fácil,Maminha na Cerveja Preta,1
Fricassê de Frango Fácil,Bobó de Camarão,3
Fricassê de Frango Fácil,Feijoada Vegetariana,2
Fricassê de Frango Fácil,Salada Colorida,1
Fricassê de Frango Fácil,Carne de Panela,1
Fricassê de Frango Fácil,Sanduíche de Rabada,2
Fricassê de Frango Fácil,Bolo de Chocolate Molhado,1
Fricassê de Frango Fácil,Empadão de Frango,3
Fricassê de Frango Fácil,Frango com Quiabo,3
Fricassê de Frango Fácil,Sopa de Capeletti,1
Fricassê de Frango Fácil,Costela na Panela de Pressão,1
Fricassê de Frango Fácil,Farofa de Banana-da-Terra,1
Fricassê de Frango Fácil,Croquete de Carne,1
Fricassê de Frango Fácil,Pudim de Leite Condensado Nestlé,1
Fricassê de Frango Fácil,Moqueca de Banana-da-Terra,3
Fricassê de Frango Fácil,Canja de Galinha Nutritiva,2
Fricassê de Frango Fácil,Isca de Peixe,1
Fricassê de Frango Fácil,Peixe à Delícia,2
Fricassê de Frango Fácil,Cuscuz Marroquino com Legumes,2
Fricassê de Frango Fácil,Caldo Verde,1
Fricassê de Frango Fácil,Manjar de Coco com Calda de Ameixa,1
Fricassê de Frango Fácil,Carne Moída Simples,1
Fricassê de Frango Fácil,Salpicão de Frango,3
Fricassê de Frango Fácil,Gratinado de Frango,2
Fricassê de Frango Fácil,Falsa Bacalhoada,2
Fricassê de Frango Fácil,Bolo de Fubá com Compota de Goiaba,1
Fricassê de Frango Fácil,Ratatouille no Forno,2
Fricassê de Frango Fácil,Filé de Peixe ao Forno,2
Torta de Liquidificador de Legumes,Lombo Assado,1
Torta de Liquidificador de Legumes,Sopa de Abóbora com Gengibre,1
Torta de Liquidificador de Legumes,Salada de Macarrão com Atum e Maionese,1
Torta de Liquidificador de Legumes,Sopa de Mandioquinha com Carne Seca,3
Torta de Liquidificador de Legumes,Esfiha Aberta Tipo Habib's,5
Torta de Liquidificador de Legumes,Picadinho de Carne Simples,4
Torta de Liquidificador de Legumes,Couve-Flor Gratinada,1
Torta de Liquidificador de Legumes,Bolinho de Chuva,5
Torta de Liquidificador de Legumes,Bacalhoada,2
Torta de Liquidificador de Legumes,Sopa de Tomate com Manjericão,3
Torta de Liquidificador de Legumes,Maminha na Cerveja Preta,2
Torta de Liquidificador de Legumes,Bobó de Camarão,2
Torta de Liquidificador de Legumes,Feijoada Vegetariana,1
Torta de Liquidificador de Legumes,Salada Colorida,1
Torta de Liquidificador de Legumes,Bolo de Cenoura com Cobertura de Brigadeiro,4
Torta de Liquidificador de Legumes,Carne de Panela,3
Torta de Liquidificador de Legumes,Sanduíche de Rabada,3
Torta de Liquidificador de Legumes,Bolo de Chocolate Molhado,1
Torta de Liquidificador de Legumes,Empadão de Frango,2
Torta de Liquidificador de Legumes,Frango com Quiabo,2
Torta de Liquidificador de Legumes,Costela na Panela de Pressão,1
Torta de Liquidificador de Legumes,Farofa de Banana-da-Terra,3
Torta de Liquidificador de Legumes,Croquete de Carne,7
Torta de Liquidificador de Legumes,Pudim de Leite Condensado Nestlé,1
Torta de Liquidificador de Legumes,Moqueca de Banana-da-Terra,1
Torta de Liquidificador de Legumes,Canja de Galinha Nutritiva,1
Torta de Liquidificador de Legumes,Isca de Peixe,2
Torta de Liquidificador de Legumes,Peixe à Delícia,2
Torta de Liquidificador de Legumes,Cuscuz Marroquino com Legumes,1
Torta de Liquidificador de Legumes,Manjar de Coco com Calda de Ameixa,1
Torta de Liquidificador de Legumes,Carne Moída Simples,1
Torta de Liquidificador de Legumes,Salpicão de Frango,1
Torta de Liquidificador de Legumes,Gratinado de Frango,1
Torta de Liquidificador de Legumes,Falsa Bacalhoada,2
Torta de Liquidificador de Legumes,Bolo de Fubá com Compota de Goiaba,6
Torta de Liquidificador de Legumes,Ratatouille no Forno,1
Torta de Liquidificador de Legumes,Filé de Peixe ao Forno,1
Torta de Liquidificador de Legumes,Brigadeirão Cremoso,1
Lombo Assado,Sopa de Abóbora com Gengibre,2
Lombo Assado,Salada de Macarrão com Atum e Maionese,4
Lombo Assado,Sopa de Mandioquinha com Carne Seca,1
Lombo Assado,Esfiha Aberta Tipo Habib's,2
Lombo Assado,Picadinho de Carne Simples,1
Lombo Assado,Couve-Flor Gratinada,1
Lombo Assado,Bacalhoada,2
Lombo Assado,Sopa de Tomate com Manjericão,2
Lombo Assado,Tofu com Broa,2
Lombo Assado,Maminha na Cerveja Preta,1
Lombo Assado,Bobó de Camarão,3
Lombo Assado,Feijoada Vegetariana,3
Lombo Assado,Salada Colorida,1
Lombo Assado,Carne de Panela,2
Lombo Assado,Sanduíche de Rabada,1
Lombo Assado,Empadão de Frango,2
Lombo Assado,Frango com Quiabo,3
Lombo Assado,Costela na Panela de Pressão,1
Lombo Assado,Farofa de Banana-da-Terra,1
Lombo Assado,Croquete de Carne,2
Lombo Assado,Moqueca de Banana-da-Terra,3
Lombo Assado,Pão de Alho Caseiro,1
Lombo Assado,Isca de Peixe,1
Lombo Assado,Peixe à Delícia,1
Lombo Assado,Cuscuz Marroquino com Legumes,2
Lombo Assado,Caldo Verde,2
Lombo Assado,Carne Moída Simples,1
Lombo Assado,Salpicão de Frango,2
Lombo Assado,Falsa Bacalhoada,2
Lombo Assado,Bolo de Fubá com Compota de Goiaba,1
Lombo Assado,Ratatouille no Forno,2
Lombo Assado,Filé de Peixe ao Forno,2
Sopa de Abóbora com Gengibre,Risoto de Cogumelos (vegetariano),1
Sopa de Abóbora com Gengibre,Salada de Macarrão com Atum e Maionese,2
Sopa de Abóbora com Gengibre,Sopa de Mandioquinha com Carne Seca,1
Sopa de Abóbora com Gengibre,Esfiha Aberta Tipo Habib's,2
Sopa de Abóbora com Gengibre,Picadinho de Carne Simples,2
Sopa de Abóbora com Gengibre,Couve-Flor Gratinada,1
Sopa de Abóbora com Gengibre,Bacalhoada,2
Sopa de Abóbora com Gengibre,Sopa de Tomate com Manjericão,2
Sopa de Abóbora com Gengibre,Tofu com Broa,1
Sopa de Abóbora com Gengibre,Maminha na Cerveja Preta,1
Sopa de Abóbora com Gengibre,Bobó de Camarão,2
Sopa de Abóbora com Gengibre,Feijoada Vegetariana,3
Sopa de Abóbora com Gengibre,Salada Colorida,1
Sopa de Abóbora com Gengibre,Bolo de Cenoura com Cobertura de Brigadeiro,1
Sopa de Abóbora com Gengibre,Carne de Panela,1
Sopa de Abóbora com Gengibre,Sanduíche de Rabada,1
Sopa de Abóbora com Gengibre,Bolo de Chocolate Molhado,1
Sopa de Abóbora com Gengibre,Empadão de Frango,1
Sopa de Abóbora com Gengibre,Frango com Quiabo,2
Sopa de Abóbora com Gengibre,Costela na Panela de Pressão,1
Sopa de Abóbora com Gengibre,Farofa de Banana-da-Terra,2
Sopa de Abóbora com Gengibre,Croquete de Carne,1
Sopa de Abóbora com Gengibre,Moqueca de Banana-da-Terra,2
Sopa de Abóbora com Gengibre,Isca de Peixe,1
Sopa de Abóbora com Gengibre,Peixe à Delícia,1
Sopa de Abóbora com Gengibre,Cuscuz Marroquino com Legumes,3
Sopa de Abóbora com Gengibre,Caldo Verde,1
Sopa de Abóbora com Gengibre,Carne Moída Simples,1
Sopa de Abóbora com Gengibre,Salpicão de Frango,1
Sopa de Abóbora com Gengibre,Falsa Bacalhoada,2
Sopa de Abóbora com Gengibre,Bolo de Fubá com Compota de Goiaba,2
Sopa de Abóbora com Gengibre,Ratatouille no Forno,1
Sopa de Abóbora com Gengibre,Filé de Peixe ao Forno,1
Sopa de Abóbora com Gengibre,Brigadeirão Cremoso,1
Salada de Macarrão com Atum e Maionese,Sopa de Mandioquinha com Carne Seca,1
Salada de Macarrão com Atum e Maionese,Esfiha Aberta Tipo Habib's,4
Salada de Macarrão com Atum e Maionese,Picadinho de Carne Simples,1
Salada de Macarrão com Atum e Maionese,Bacalhoada,2
Salada de Macarrão com Atum e Maionese,Sopa de Tomate com Manjericão,3
Salada de Macarrão com Atum e Maionese,Tofu com Broa,1
Salada de Macarrão com Atum e Maionese,Maminha na Cerveja Preta,1
Salada de Macarrão com Atum e Maionese,Bobó de Camarão,3
Salada de Macarrão com Atum e Maionese,Feijoada Vegetariana,2
Salada de Macarrão com Atum e Maionese,Salada Colorida,1
Salada de Macarrão com Atum e Maionese,Carne de Panela,2
Salada de Macarrão com Atum e Maionese,Sanduíche de Rabada,1
Salada de Macarrão com Atum e Maionese,Empadão de Frango,1
Salada de Macarrão com Atum e Maionese,Frango com Quiabo,3
Salada de Macarrão com Atum e Maionese,Moqueca de Peixe,1
Salada de Macarrão com Atum e Maionese,Costela na Panela de Pressão,1
Salada de Macarrão com Atum e Maionese,Farofa de Banana-da-Terra,1
Salada de Macarrão com Atum e Maionese,Croquete de Carne,1
Salada de Macarrão com Atum e Maionese,Moqueca de Banana-da-Terra,3
Salada de Macarrão com Atum e Maionese,Pão de Alho Caseiro,1
Salada de Macarrão com Atum e Maionese,Canja de Galinha Nutritiva,2
Salada de Macarrão com Atum e Maionese,Isca de Peixe,2
Salada de Macarrão com Atum e Maionese,Peixe à Delícia,1
Salada de Macarrão com Atum e Maionese,Cuscuz Marroquino com Legumes,2
Salada de Macarrão com Atum e Maionese,Caldo Verde,2
Salada de Macarrão com Atum e Maionese,Carne Moída Simples,1
Salada de Macarrão com Atum e Maionese,Salpicão de Frango,3
Salada de Macarrão com Atum e Maionese,Falsa Bacalhoada,4
Salada de Macarrão com Atum e Maionese,Bolo de Fubá com Compota de Goiaba,1
Salada de Macarrão com Atum e Maionese,Ratatouille no Forno,2
Salada de Macarrão com Atum e Maionese,Filé de Peixe ao Forno,2
Sopa de Mandioquinha com Carne Seca,Esfiha Aberta Tipo Habib's,2
Sopa de Mandioquinha com Carne Seca,Picadinho de Carne Simples,1
Sopa de Mandioquinha com Carne Seca,Bolinho de Chuva,1
Sopa de Mandioquinha com Carne Seca,Bacalhoada,1
Sopa de Mandioquinha com Carne Seca,Sopa de Tomate com Manjericão,1
Sopa de Mandioquinha com Carne Seca,Maminha na Cerveja Preta,1
Sopa de Mandioquinha com Carne Seca,Bobó de Camarão,1
Sopa de Mandioquinha com Carne Seca,Feijoada Vegetariana,1
Sopa de Mandioquinha com Carne Seca,Salada Colorida,1
Sopa de Mandioquinha com Carne Seca,Carne de Panela,1
Sopa de Mandioquinha com Carne Seca,Sanduíche de Rabada,1
Sopa de Mandioquinha com Carne Seca,Empadão de Frango,1
Sopa de Mandioquinha com Carne Seca,Frango com Quiabo,1
Sopa de Mandioquinha com Carne Seca,Costela na Panela de Pressão,1
Sopa de Mandioquinha com Carne Seca,Farofa de Banana-da-Terra,1
Sopa de Mandioquinha com Carne Seca,Croquete de Carne,2
Sopa de Mandioquinha com Carne Seca,Moqueca de Banana-da-Terra,1
Sopa de Mandioquinha com Carne Seca,Pão de Alho Caseiro,1
Sopa de Mandioquinha com Carne Seca,Canja de Galinha Nutritiva,1
Sopa de Mandioquinha com Carne Seca,Isca de Peixe,1
Sopa de Mandioquinha com Carne Seca,Peixe à Delícia,1
Sopa de Mandioquinha com Carne Seca,Cuscuz Marroquino com Legumes,1
Sopa de Mandioquinha com Carne Seca,Manjar de Coco com Calda de Ameixa,1
Sopa de Mandioquinha com Carne Seca,Carne Moída Simples,1
Sopa de Mandioquinha com Carne Seca,Salpicão de Frango,2
Sopa de Mandioquinha com Carne Seca,Falsa Bacalhoada,1
Sopa de Mandioquinha com Carne Seca,Bolo de Fubá com Compota de Goiaba,2
Sopa de Mandioquinha com Carne Seca,Ratatouille no Forno,1
Esfiha Aberta Tipo Habib's,Risoto de Cogumelos (vegetariano),1
Esfiha Aberta Tipo Habib's,Strogonoff de Carne,1
Esfiha Aberta Tipo Habib's,Picadinho de Carne Simples,2
Esfiha Aberta Tipo Habib's,Bolinho de Chuva,2
Esfiha Aberta Tipo Habib's,Bacalhoada,2
Esfiha Aberta Tipo Habib's,Sopa de Tomate com Manjericão,4
Esfiha Aberta Tipo Habib's,Tofu com Broa,2
Esfiha Aberta Tipo Habib's,Maminha na Cerveja Preta,1
Esfiha Aberta Tipo Habib's,Bobó de Camarão,3
Esfiha Aberta Tipo Habib's,Feijoada Vegetariana,2
Esfiha Aberta Tipo Habib's,Salada Colorida,1
Esfiha Aberta Tipo Habib's,Bolo de Cenoura com Cobertura de Brigadeiro,2
Esfiha Aberta Tipo Habib's,Carne de Panela,1
Esfiha Aberta Tipo Habib's,Sanduíche de Rabada,1
Esfiha Aberta Tipo Habib's,Bolo de Chocolate Molhado,1
Esfiha Aberta Tipo Habib's,Empadão de Frango,1
Esfiha Aberta Tipo Habib's,Frango com Quiabo,3
Esfiha Aberta Tipo Habib's,Moqueca de Peixe,1
Esfiha Aberta Tipo Habib's,Costela na Panela de Pressão,1
Esfiha Aberta Tipo Habib's,Farofa de Banana-da-Terra,1
Esfiha Aberta Tipo Habib's,Croquete de Carne,2
Esfiha Aberta Tipo Habib's,Pudim de Leite Condensado Nestlé,2
Esfiha Aberta Tipo Habib's,Moqueca de Banana-da-Terra,3
Esfiha Aberta Tipo Habib's,Canja de Galinha Nutritiva,1
Esfiha Aberta Tipo Habib's,Isca de Peixe,3
Esfiha Aberta Tipo Habib's,Peixe à Delícia,2
Esfiha Aberta Tipo Habib's,Cuscuz Marroquino com Legumes,2
Esfiha Aberta Tipo Habib's,Caldo Verde,1
Esfiha Aberta Tipo Habib's,Manjar de Coco com Calda de Ameixa,1
Esfiha Aberta Tipo Habib's,Carne Moída Simples,2
Esfiha Aberta Tipo Habib's,Salpicão de Frango,2
Esfiha Aberta Tipo Habib's,Gratinado de Frango,2
Esfiha Aberta Tipo Habib's,Falsa Bacalhoada,4
Esfiha Aberta Tipo Habib's,Bolo de Fubá com Compota de Goiaba,3
Esfiha Aberta Tipo Habib's,Ratatouille no Forno,2
Esfiha Aberta Tipo Habib's,Filé de Peixe ao Forno,2
Picadinho de Carne Simples,Enroladinho de Salsicha Fácil,1
Picadinho de Carne Simples,Risoto de Cogumelos (vegetariano),2
Picadinho de Carne Simples,Couve-Flor Gratinada,1
Picadinho de Carne Simples,Bolinho de Chuva,2
Picadinho de Carne Simples,Bacalhoada,2
Picadinho de Carne Simples,Sopa de Tomate com Manjericão,3
Picadinho de Carne Simples,Maminha na Cerveja Preta,3
Picadinho de Carne Simples,Bobó de Camarão,3
Picadinho de Carne Simples,Feijoada Vegetariana,1
Picadinho de Carne Simples,Salada Colorida,1
Picadinho de Carne Simples,Bolo de Cenoura com Cobertura de Brigadeiro,3
Picadinho de Carne Simples,Carne de Panela,5
Picadinho de Carne Simples,Sanduíche de Rabada,5
Picadinho de Carne Simples,Bolo de Chocolate Molhado,1
Picadinho de Carne Simples,Empadão de Frango,2
Picadinho de Carne Simples,Frango com Quiabo,2
Picadinho de Carne Simples,Costela na Panela de Pressão,1
Picadinho de Carne Simples,Farofa de Banana-da-Terra,4
Picadinho de Carne Simples,Croquete de Carne,4
Picadinho de Carne Simples,Moqueca de Banana-da-Terra,2
Picadinho de Carne Simples,Sopa de Feijão com Macarrão,1
Picadinho de Carne Simples,Canja de Galinha Nutritiva,1
Picadinho de Carne Simples,Isca de Peixe,3
Picadinho de Carne Simples,Peixe à Delícia,2
Picadinho de Carne Simples,Cuscuz Marroquino com Legumes,2
Picadinho de Carne Simples,Manjar de Coco com Calda de Ameixa,1
Picadinho de Carne Simples,Carne Moída Simples,2
Picadinho de Carne Simples,Salpicão de Frango,1
Picadinho de Carne Simples,Gratinado de Frango,2
Picadinho de Carne Simples,Falsa Bacalhoada,2
Picadinho de Carne Simples,Bolo de Fubá com Compota de Goiaba,5
Picadinho de Carne Simples,Ratatouille no Forno,1
Picadinho de Carne Simples,Filé de Peixe ao Forno,1
Picadinho de Carne Simples,Brigadeirão Cremoso,1
Bolinho de Chuva,Mousse de Chocolate Vegano,1
Bolinho de Chuva,Couve-Flor Gratinada,1
Bolinho de Chuva,Sopa de Tomate com Manjericão,1
Bolinho de Chuva,Bolo de Cenoura com Cobertura de Brigadeiro,5
Bolinho de Chuva,Carne de Panela,1
Bolinho de Chuva,Sanduíche de Rabada,1
Bolinho de Chuva,Bolo de Chocolate Molhado,2
Bolinho de Chuva,Quindim Fácil,1
Bolinho de Chuva,Empadão de Frango,2
Bolinho de Chuva,Farofa de Banana-da-Terra,1
Bolinho de Chuva,Croquete de Carne,4
Bolinho de Chuva,Pudim de Leite Condensado Nestlé,2
Bolinho de Chuva,Canja de Galinha Nutritiva,1
Bolinho de Chuva,Peixe à Delícia,1
Bolinho de Chuva,Cuscuz Marroquino com Legumes,1
Bolinho de Chuva,Manjar de Coco com Calda de Ameixa,2
Bolinho de Chuva,Carne Moída Simples,1
Bolinho de Chuva,Gratinado de Frango,1
Bolinho de Chuva,Bolo de Fubá com Compota de Goiaba,6
Bolinho de Chuva,Brigadeirão Cremoso,2
Bacalhoada,Sopa de Tomate com Manjericão,4
Bacalhoada,Tofu com Broa,3
Bacalhoada,Maminha na Cerveja Preta,4
Bacalhoada,Bobó de Camarão,6
Bacalhoada,Feijoada Vegetariana,3
Bacalhoada,Salada Colorida,2
Bacalhoada,Carne de Panela,2
Bacalhoada,Sanduíche de Rabada,3
Bacalhoada,Frango com Quiabo,4
Bacalhoada,Costela na Panela de Pressão,1
Bacalhoada,Farofa de Banana-da-Terra,2
Bacalhoada,Croquete de Carne,2
Bacalhoada,Moqueca de Banana-da-Terra,4
Bacalhoada,Isca de Peixe,2
Bacalhoada,Peixe à Delícia,1
Bacalhoada,Cuscuz Marroquino com Legumes,3
Bacalhoada,Caldo Verde,3
Bacalhoada,Carne Moída Simples,1
Bacalhoada,Salpicão de Frango,3
Bacalhoada,Falsa Bacalhoada,5
Bacalhoada,Bolo de Fubá com Compota de Goiaba,1
Bacalhoada,Ratatouille no Forno,2
Bacalhoada,Filé de Peixe ao Forno,3
Sopa de Tomate com Manjericão,Strogonoff de Carne,1
Sopa de Tomate com Manjericão,Tofu com Broa,2
Sopa de Tomate com Manjericão,Maminha na Cerveja Preta,3
Sopa de Tomate com Manjericão,Bobó de Camarão,5
Sopa de Tomate com Manjericão,Feijoada Vegetariana,2
Sopa de Tomate com Manjericão,Salada Colorida,2
Sopa de Tomate com Manjericão,Bolo de Cenoura com Cobertura de Brigadeiro,1
Sopa de Tomate com Manjericão,Carne de Panela,2
Sopa de Tomate com Manjericão,Sanduíche de Rabada,2
Sopa de Tomate com Manjericão,Empadão de Frango,1
Sopa de Tomate com Manjericão,Frango com Quiabo,5
Sopa de Tomate com Manjericão,Costela na Panela de Pressão,1
Sopa de Tomate com Manjericão,Farofa de Banana-da-Terra,2
Sopa de Tomate com Manjericão,Croquete de Carne,3
Sopa de Tomate com Manjericão,Moqueca de Banana-da-Terra,4
Sopa de Tomate com Manjericão,Sopa de Feijão com Macarrão,1
Sopa de Tomate com Manjericão,Canja de Galinha Nutritiva,1
Sopa de Tomate com Manjericão,Isca de Peixe,2
Sopa de Tomate com Manjericão,Peixe à Delícia,1
Sopa de Tomate com Manjericão,Cuscuz Marroquino com Legumes,3
Sopa de Tomate com Manjericão,Caldo Verde,2
Sopa de Tomate com Manjericão,Carne Moída Simples,1
Sopa de Tomate com Manjericão,Salpicão de Frango,2
Sopa de Tomate com Manjericão,Gratinado de Frango,1
Sopa de Tomate com Manjericão,Falsa Bacalhoada,5
Sopa de Tomate com Manjericão,Bolo de Fubá com Compota de Goiaba,2
Sopa de Tomate com Manjericão,Ratatouille no Forno,3
Sopa de Tomate com Manjericão,Filé de Peixe ao Forno,4
Tofu com Broa,Maminha na Cerveja Preta,2
Tofu com Broa,Bobó de Camarão,4
Tofu com Broa,Feijoada Vegetariana,2
Tofu com Broa,Salada Colorida,1
Tofu com Broa,Sanduíche de Rabada,1
Tofu com Broa,Empadão de Frango,1
Tofu com Broa,Frango com Quiabo,3
Tofu com Broa,Moqueca de Banana-da-Terra,3
Tofu com Broa,Cuscuz Marroquino com Legumes,2
Tofu com Broa,Caldo Verde,3
Tofu com Broa,Carne Moída Simples,1
Tofu com Broa,Salpicão de Frango,2
Tofu com Broa,Falsa Bacalhoada,2
Tofu com Broa,Ratatouille no Forno,3
Tofu com Broa,Filé de Peixe ao Forno,3
Maminha na Cerveja Preta,Bobó de Camarão,4
Maminha na Cerveja Preta,Feijoada Vegetariana,2
Maminha na Cerveja Preta,Salada Colorida,2
Maminha na Cerveja Preta,Carne de Panela,2
Maminha na Cerveja Preta,Sanduíche de Rabada,5
Maminha na Cerveja Preta,Empadão de Frango,2
Maminha na Cerveja Preta,Frango com Quiabo,3
Maminha na Cerveja Preta,Costela na Panela de Pressão,1
Maminha na Cerveja Preta,Farofa de Banana-da-Terra,2
Maminha na Cerveja Preta,Croquete de Carne,2
Maminha na Cerveja Preta,Moqueca de Banana-da-Terra,2
Maminha na Cerveja Preta,Canja de Galinha Nutritiva,1
Maminha na Cerveja Preta,Isca de Peixe,3
Maminha na Cerveja Preta,Peixe à Delícia,1
Maminha na Cerveja Preta,Cuscuz Marroquino com Legumes,2
Maminha na Cerveja Preta,Caldo Verde,2
Maminha na Cerveja Preta,Salpicão de Frango,2
Maminha na Cerveja Preta,Gratinado de Frango,1
Maminha na Cerveja Preta,Falsa Bacalhoada,3
Maminha na Cerveja Preta,Bolo de Fubá com Compota de Goiaba,1
Maminha na Cerveja Preta,Ratatouille no Forno,2
Maminha na Cerveja Preta,Filé de Peixe ao Forno,2
Bobó de Camarão,Enroladinho de Salsicha Fácil,1
Bobó de Camarão,Risoto de Cogumelos (vegetariano),1
Bobó de Camarão,Feijoada Vegetariana,3
Bobó de Camarão,Salada Colorida,2
Bobó de Camarão,Carne de Panela,3
Bobó de Camarão,Sanduíche de Rabada,4
Bobó de Camarão,Quindim Fácil,1
Bobó de Camarão,Empadão de Frango,1
Bobó de Camarão,Frango com Quiabo,6
Bobó de Camarão,Moqueca de Peixe,2
Bobó de Camarão,Costela na Panela de Pressão,1
Bobó de Camarão,Farofa de Banana-da-Terra,2
Bobó de Camarão,Croquete de Carne,2
Bobó de Camarão,Moqueca de Banana-da-Terra,10
Bobó de Camarão,Sopa de Feijão com Macarrão,1
Bobó de Camarão,Canja de Galinha Nutritiva,1
Bobó de Camarão,Isca de Peixe,2
Bobó de Camarão,Peixe à Delícia,1
Bobó de Camarão,Cuscuz Marroquino com Legumes,3
Bobó de Camarão,Caldo Verde,3
Bobó de Camarão,Manjar de Coco com Calda de Ameixa,2
Bobó de Camarão,Carne Moída Simples,2
Bobó de Camarão,Salpicão de Frango,3
Bobó de Camarão,Gratinado de Frango,1
Bobó de Camarão,Falsa Bacalhoada,6
Bobó de Camarão,Bolo de Fubá com Compota de Goiaba,2
Bobó de Camarão,Ratatouille no Forno,4
Bobó de Camarão,Filé de Peixe ao Forno,5
Feijoada Vegetariana,Couve-Flor Gratinada,1
Feijoada Vegetariana,Salada Colorida,2
Feijoada Vegetariana,Bolo de Cenoura com Cobertura de Brigadeiro,1
Feijoada Vegetariana,Carne de Panela,1
Feijoada Vegetariana,Sanduíche de Rabada,2
Feijoada Vegetariana,Empadão de Frango,1
Feijoada Vegetariana,Frango com Quiabo,2
Feijoada Vegetariana,Sopa de Capeletti,1
Feijoada Vegetariana,Costela na Panela de Pressão,1
Feijoada Vegetariana,Farofa de Banana-da-Terra,1
Feijoada Vegetariana,Croquete de Carne,2
Feijoada Vegetariana,Moqueca de Banana-da-Terra,2
Feijoada Vegetariana,Isca de Peixe,1
Feijoada Vegetariana,Peixe à Delícia,1
Feijoada Vegetariana,Cuscuz Marroquino com Legumes,3
Feijoada Vegetariana,Caldo Verde,2
Feijoada Vegetariana,Carne Moída Simples,1
Feijoada Vegetariana,Salpicão de Frango,1
Feijoada Vegetariana,Falsa Bacalhoada,2
Feijoada Vegetariana,Bolo de Fubá com Compota de Goiaba,1
Feijoada Vegetariana,Ratatouille no Forno,2
Feijoada Vegetariana,Filé de Peixe ao Forno,1
Salada Colorida,Bolo de Cenoura com Cobertura de Brigadeiro,1
Salada Colorida,Carne de Panela,1
Salada Colorida,Sanduíche de Rabada,1
Salada Colorida,Frango com Quiabo,2
Salada Colorida,Sopa de Capeletti,1
Salada Colorida,Costela na Panela de Pressão,1
Salada Colorida,Farofa de Banana-da-Terra,1
